discount_factor,learn_rate_policy,learn_rate_value,hidden_dim_policy,hidden_dim_value,init_temp,result
0.98,0.0001,0.01,256,64,1.05,30.6482666666667
0.98,0.0001,0.01,256,64,1.1,27.6768
0.98,0.0001,0.01,256,64,1.15,29.6912
0.98,0.0001,0.01,256,128,1.05,30.5258666666667
0.98,0.0001,0.01,256,128,1.1,30.8205333333333
0.98,0.0001,0.01,256,128,1.15,28.8944
0.98,0.0001,0.01,256,256,1.05,29.9466666666667
0.98,0.0001,0.01,256,256,1.1,28.1776
0.98,0.0001,0.01,256,256,1.15,28.4490666666667
0.98,0.0001,0.001,64,64,1.05,24.2117333333333
0.98,0.0001,0.001,64,64,1.1,23.6512
0.98,0.0001,0.001,64,64,1.15,23.8037333333333
0.98,0.0001,0.001,64,128,1.05,24.9450666666667
0.98,0.0001,0.001,64,128,1.1,23.5533333333333
0.98,0.0001,0.001,64,128,1.15,24.128
0.98,0.0001,0.001,64,256,1.05,24.1688
0.98,0.0001,0.001,64,256,1.1,23.0424
0.98,0.0001,0.001,64,256,1.15,24.6744
0.98,0.0001,0.001,128,64,1.05,25.8144
0.98,0.0001,0.001,128,64,1.1,25.0504
0.98,0.0001,0.001,128,64,1.15,25.0309333333333
0.98,0.0001,0.001,128,128,1.05,25.8509333333333
0.98,0.0001,0.001,128,128,1.1,25.1661333333333
0.98,0.0001,0.001,128,128,1.15,25.8248
0.98,0.0001,0.001,128,256,1.05,25.3202666666667
0.98,0.0001,0.001,128,256,1.1,26.6589333333333
0.98,0.0001,0.001,128,256,1.15,26.2482666666667
0.98,0.0001,0.001,256,64,1.05,30.1461333333333
0.98,0.0001,0.001,256,64,1.1,28.1376
0.98,0.0001,0.001,256,64,1.15,29.6930666666667
0.98,0.0001,0.001,256,128,1.05,29.5528
0.98,0.0001,0.001,256,128,1.1,31.1
0.98,0.0001,0.001,256,128,1.15,30.7365333333333
0.98,0.0001,0.001,256,256,1.05,29.3992
0.98,0.0001,0.001,256,256,1.1,28.9482666666667
0.98,0.0001,0.001,256,256,1.15,30.9498666666667
0.98,0.0001,0.0001,64,64,1.05,24.6285333333333
0.98,0.0001,0.0001,64,64,1.1,23.4058666666667
0.98,0.0001,0.0001,64,64,1.15,23.6101333333333
0.98,0.0001,0.0001,64,128,1.05,25.2602666666667
0.98,0.0001,0.0001,64,128,1.1,24.1544
0.98,0.0001,0.0001,64,128,1.15,23.2026666666667
0.98,0.0001,0.0001,64,256,1.05,23.9674666666667
0.98,0.0001,0.0001,64,256,1.1,24.6138666666667
0.98,0.0001,0.0001,64,256,1.15,22.3416
0.98,0.0001,0.0001,128,64,1.05,24.6245333333333
0.98,0.0001,0.0001,128,64,1.1,25.2885333333333
0.98,0.0001,0.0001,128,64,1.15,25.0661333333333
0.98,0.0001,0.0001,128,128,1.05,26.5274666666667
0.98,0.0001,0.0001,128,128,1.1,24.7493333333333
0.98,0.0001,0.0001,128,128,1.15,25.8301333333333
0.98,0.0001,0.0001,128,256,1.05,24.9048
0.98,0.0001,0.0001,128,256,1.1,24.1098666666667
0.98,0.0001,0.0001,128,256,1.15,25.3968
0.98,0.0001,0.0001,256,64,1.05,29.6728
0.98,0.0001,0.0001,256,64,1.1,30.7706666666667
0.98,0.0001,0.0001,256,64,1.15,30.5312
0.98,0.0001,0.0001,256,128,1.05,28.4498666666667
0.98,0.0001,0.0001,256,128,1.1,28.3629333333333
0.98,0.0001,0.0001,256,128,1.15,28.4024
0.98,0.0001,0.0001,256,256,1.05,28.8706666666667
0.98,0.0001,0.0001,256,256,1.1,27.8952
0.98,0.0001,0.0001,256,256,1.15,28.9344
0.985,0.01,0.01,64,64,1.05,109.889066666667
0.985,0.01,0.01,64,64,1.1,122.476266666667
0.985,0.01,0.01,64,64,1.15,132.579733333333
0.985,0.01,0.01,64,128,1.05,128.616533333333
0.985,0.01,0.01,64,128,1.1,134.9944
0.985,0.01,0.01,64,128,1.15,133.218666666667
0.985,0.01,0.01,64,256,1.05,145.479733333333
0.985,0.01,0.01,64,256,1.1,138.246933333333
0.985,0.01,0.01,64,256,1.15,133.564266666667
0.985,0.01,0.01,128,64,1.05,59.2130666666667
0.985,0.01,0.01,128,64,1.1,116.018666666667
0.985,0.01,0.01,128,64,1.15,106.755733333333
0.985,0.01,0.01,128,128,1.05,80.5848
0.985,0.01,0.01,128,128,1.1,110.766666666667
0.985,0.01,0.01,128,128,1.15,120.658133333333
0.985,0.01,0.01,128,256,1.05,118.909333333333
0.985,0.01,0.01,128,256,1.1,95.5506666666667
0.985,0.01,0.01,128,256,1.15,66.7576
0.985,0.01,0.01,256,64,1.05,56.4858666666667
0.985,0.01,0.01,256,64,1.1,66.9472
0.985,0.01,0.01,256,64,1.15,73.6824
0.985,0.01,0.01,256,128,1.05,57.5712
0.985,0.01,0.01,256,128,1.1,38.9917333333333
0.985,0.01,0.01,256,128,1.15,77.3557333333334
0.985,0.01,0.01,256,256,1.05,73.0989333333333
0.985,0.01,0.01,256,256,1.1,71.7936
0.985,0.01,0.01,256,256,1.15,97.8186666666666
0.985,0.01,0.001,64,64,1.05,126.2368
0.985,0.01,0.001,64,64,1.1,117.599466666667
0.985,0.01,0.001,64,64,1.15,120.390666666667
0.985,0.01,0.001,64,128,1.05,115.1616
0.985,0.01,0.001,64,128,1.1,112.408266666667
0.985,0.01,0.001,64,128,1.15,127.934666666667
0.985,0.01,0.001,64,256,1.05,103.001866666667
0.985,0.01,0.001,64,256,1.1,102.0152
0.985,0.01,0.001,64,256,1.15,122.042666666667
0.985,0.01,0.001,128,64,1.05,67.7696
0.985,0.01,0.001,128,64,1.1,87.5589333333333
0.985,0.01,0.001,128,64,1.15,101.218133333333
0.985,0.01,0.001,128,128,1.05,85.2666666666667
0.985,0.01,0.001,128,128,1.1,94.2677333333333
0.985,0.01,0.001,128,128,1.15,85.5117333333333
0.985,0.01,0.001,128,256,1.05,108.734933333333
0.985,0.01,0.001,128,256,1.1,74.8408
0.985,0.01,0.001,128,256,1.15,73.3728
0.985,0.01,0.001,256,64,1.05,79.8357333333333
0.985,0.01,0.001,256,64,1.1,60.7965333333333
0.985,0.01,0.001,256,64,1.15,59.5645333333333
0.985,0.01,0.001,256,128,1.05,59.3432
0.985,0.01,0.001,256,128,1.1,90.972
0.985,0.01,0.001,256,128,1.15,43.9024
0.985,0.01,0.001,256,256,1.05,67.4088
0.985,0.01,0.001,256,256,1.1,23.036
0.985,0.01,0.001,256,256,1.15,67.5141333333333
0.985,0.01,0.0001,64,64,1.05,102.5872
0.985,0.01,0.0001,64,64,1.1,79.0565333333333
0.985,0.01,0.0001,64,64,1.15,101.2968
0.985,0.01,0.0001,64,128,1.05,95.2834666666667
0.985,0.01,0.0001,64,128,1.1,92.1381333333333
0.985,0.01,0.0001,64,128,1.15,96.0565333333333
0.985,0.01,0.0001,64,256,1.05,86.8378666666667
0.985,0.01,0.0001,64,256,1.1,105.252533333333
0.985,0.01,0.0001,64,256,1.15,92.1866666666667
0.985,0.01,0.0001,128,64,1.05,50.4776
0.985,0.01,0.0001,128,64,1.1,46.1149333333333
0.985,0.01,0.0001,128,64,1.15,72.8861333333333
0.985,0.01,0.0001,128,128,1.05,57.6925333333333
0.985,0.01,0.0001,128,128,1.1,64.7661333333333
0.985,0.01,0.0001,128,128,1.15,57.6344
0.985,0.01,0.0001,128,256,1.05,67.3501333333333
0.985,0.01,0.0001,128,256,1.1,75.5664
0.985,0.01,0.0001,128,256,1.15,77.7904
0.985,0.01,0.0001,256,64,1.05,47.9405333333333
0.985,0.01,0.0001,256,64,1.1,30.7672
0.985,0.01,0.0001,256,64,1.15,45.1133333333333
0.985,0.01,0.0001,256,128,1.05,47.7077333333333
0.985,0.01,0.0001,256,128,1.1,30.6272
0.985,0.01,0.0001,256,128,1.15,41.4637333333333
0.985,0.01,0.0001,256,256,1.05,34.8645333333333
0.985,0.01,0.0001,256,256,1.1,51.3085333333333
0.985,0.01,0.0001,256,256,1.15,34.0629333333333
0.985,0.001,0.01,64,64,1.05,73.9832
0.985,0.001,0.01,64,64,1.1,71.8672
0.985,0.001,0.01,64,64,1.15,76.3813333333333
0.985,0.001,0.01,64,128,1.05,74.456
0.985,0.001,0.01,64,128,1.1,63.6448
0.985,0.001,0.01,64,128,1.15,69.9946666666667
0.985,0.001,0.01,64,256,1.05,75.0322666666667
0.985,0.001,0.01,64,256,1.1,68.3605333333333
0.985,0.001,0.01,64,256,1.15,69.5973333333333
0.985,0.001,0.01,128,64,1.05,91.8733333333333
0.985,0.001,0.01,128,64,1.1,95.9272
0.985,0.001,0.01,128,64,1.15,89.3162666666667
0.985,0.001,0.01,128,128,1.05,89.236
0.985,0.001,0.01,128,128,1.1,98.972
0.985,0.001,0.01,128,128,1.15,92.58
0.985,0.001,0.01,128,256,1.05,93.8872
0.985,0.001,0.01,128,256,1.1,94.0994666666667
0.985,0.001,0.01,128,256,1.15,95.6954666666667
0.985,0.001,0.01,256,64,1.05,117.260266666667
0.985,0.001,0.01,256,64,1.1,116.8048
0.985,0.001,0.01,256,64,1.15,116.329066666667
0.985,0.001,0.01,256,128,1.05,111.882666666667
0.985,0.001,0.01,256,128,1.1,116.5768
0.985,0.001,0.01,256,128,1.15,117.078666666667
0.985,0.001,0.01,256,256,1.05,110.6408
0.985,0.001,0.01,256,256,1.1,112.680266666667
0.985,0.001,0.01,256,256,1.15,113.754933333333
0.985,0.001,0.001,64,64,1.05,68.0698666666667
0.985,0.001,0.001,64,64,1.1,68.4429333333333
0.985,0.001,0.001,64,64,1.15,63.0688
0.985,0.001,0.001,64,128,1.05,75.5202666666667
0.985,0.001,0.001,64,128,1.1,76.4954666666667
0.985,0.001,0.001,64,128,1.15,69.6149333333333
0.985,0.001,0.001,64,256,1.05,72.8218666666667
0.985,0.001,0.001,64,256,1.1,72.0504
0.985,0.001,0.001,64,256,1.15,74.7018666666667
0.985,0.001,0.001,128,64,1.05,87.3949333333333
0.985,0.001,0.001,128,64,1.1,90.9274666666667
0.985,0.001,0.001,128,64,1.15,91.9888
0.985,0.001,0.001,128,128,1.05,93.8981333333333
0.985,0.001,0.001,128,128,1.1,91.4696
0.985,0.001,0.001,128,128,1.15,89.7424
0.985,0.001,0.001,128,256,1.05,92.8634666666667
0.985,0.001,0.001,128,256,1.1,91.3472
0.985,0.001,0.001,128,256,1.15,92.0301333333333
0.985,0.001,0.001,256,64,1.05,104.7944
0.985,0.001,0.001,256,64,1.1,104.786133333333
0.985,0.001,0.001,256,64,1.15,103.2296
0.985,0.001,0.001,256,128,1.05,110.4336
0.985,0.001,0.001,256,128,1.1,100.798933333333
0.985,0.001,0.001,256,128,1.15,109.280533333333
0.985,0.001,0.001,256,256,1.05,115.878133333333
0.985,0.001,0.001,256,256,1.1,112.978666666667
0.985,0.001,0.001,256,256,1.15,112.4224
0.985,0.001,0.0001,64,64,1.05,57.9778666666667
0.985,0.001,0.0001,64,64,1.1,58.2173333333333
0.985,0.001,0.0001,64,64,1.15,57.3466666666667
0.985,0.001,0.0001,64,128,1.05,61.9968
0.985,0.001,0.0001,64,128,1.1,55.7557333333333
0.985,0.001,0.0001,64,128,1.15,53.1754666666667
0.985,0.001,0.0001,64,256,1.05,55.8597333333333
0.985,0.001,0.0001,64,256,1.1,56.928
0.985,0.001,0.0001,64,256,1.15,56.3882666666667
0.985,0.001,0.0001,128,64,1.05,79.7477333333333
0.985,0.001,0.0001,128,64,1.1,79.7336
0.985,0.001,0.0001,128,64,1.15,78.1370666666667
0.985,0.001,0.0001,128,128,1.05,81.4954666666667
0.985,0.001,0.0001,128,128,1.1,80.6797333333333
0.985,0.001,0.0001,128,128,1.15,73.8032
0.985,0.001,0.0001,128,256,1.05,83.5821333333333
0.985,0.001,0.0001,128,256,1.1,77.4461333333333
0.985,0.001,0.0001,128,256,1.15,79.0861333333333
0.985,0.001,0.0001,256,64,1.05,88.9272
0.985,0.001,0.0001,256,64,1.1,100.697066666667
0.985,0.001,0.0001,256,64,1.15,93.1648
0.985,0.001,0.0001,256,128,1.05,99.6328
0.985,0.001,0.0001,256,128,1.1,101.9432
0.985,0.001,0.0001,256,128,1.15,93.9112
0.985,0.001,0.0001,256,256,1.05,95.6018666666667
0.985,0.001,0.0001,256,256,1.1,91.0797333333333
0.985,0.001,0.0001,256,256,1.15,96.0578666666667
0.985,0.0001,0.01,64,64,1.05,23.252
0.985,0.0001,0.01,64,64,1.1,24.1610666666667
0.985,0.0001,0.01,64,64,1.15,22.968
0.985,0.0001,0.01,64,128,1.05,23.7922666666667
0.985,0.0001,0.01,64,128,1.1,24.2338666666667
0.985,0.0001,0.01,64,128,1.15,23.584
0.985,0.0001,0.01,64,256,1.05,22.9082666666667
0.985,0.0001,0.01,64,256,1.1,22.8554666666667
0.985,0.0001,0.01,64,256,1.15,23.6293333333333
0.985,0.0001,0.01,128,64,1.05,25.6922666666667
0.985,0.0001,0.01,128,64,1.1,26.7896
0.985,0.0001,0.01,128,64,1.15,26.7664
0.985,0.0001,0.01,128,128,1.05,26.0512
0.985,0.0001,0.01,128,128,1.1,25.1632
0.985,0.0001,0.01,128,128,1.15,25.2842666666667
0.985,0.0001,0.01,128,256,1.05,24.9050666666667
0.985,0.0001,0.01,128,256,1.1,26.0970666666667
0.985,0.0001,0.01,128,256,1.15,25.7013333333333
0.985,0.0001,0.01,256,64,1.05,28.1048
0.985,0.0001,0.01,256,64,1.1,29.1701333333333
0.985,0.0001,0.01,256,64,1.15,30.1992
0.985,0.0001,0.01,256,128,1.05,28.7842666666667
0.985,0.0001,0.01,256,128,1.1,26.5650666666667
0.985,0.0001,0.01,256,128,1.15,30.7770666666667
0.985,0.0001,0.01,256,256,1.05,29.8986666666667
0.985,0.0001,0.01,256,256,1.1,30.4458666666667
0.985,0.0001,0.01,256,256,1.15,29.3989333333333
0.985,0.0001,0.001,64,64,1.05,24.4176
0.985,0.0001,0.001,64,64,1.1,24.4562666666667
0.985,0.0001,0.001,64,64,1.15,23.4650666666667
0.985,0.0001,0.001,64,128,1.05,23.6962666666667
0.985,0.0001,0.001,64,128,1.1,24.8976
0.985,0.0001,0.001,64,128,1.15,23.3704
0.985,0.0001,0.001,64,256,1.05,23.5914666666667
0.985,0.0001,0.001,64,256,1.1,24.9506666666667
0.985,0.0001,0.001,64,256,1.15,23.0693333333333
0.985,0.0001,0.001,128,64,1.05,25.9256
0.985,0.0001,0.001,128,64,1.1,25.7789333333333
0.985,0.0001,0.001,128,64,1.15,27.1026666666667
0.985,0.0001,0.001,128,128,1.05,24.0946666666667
0.985,0.0001,0.001,128,128,1.1,25.948
0.985,0.0001,0.001,128,128,1.15,24.5642666666667
0.985,0.0001,0.001,128,256,1.05,27.1504
0.985,0.0001,0.001,128,256,1.1,24.3522666666667
0.985,0.0001,0.001,128,256,1.15,25.7264
0.985,0.0001,0.001,256,64,1.05,28.5426666666667
0.985,0.0001,0.001,256,64,1.1,28.7570666666667
0.985,0.0001,0.001,256,64,1.15,27.9066666666667
0.985,0.0001,0.001,256,128,1.05,29.8048
0.985,0.0001,0.001,256,128,1.1,32.1997333333333
0.985,0.0001,0.001,256,128,1.15,31.0354666666667
0.985,0.0001,0.001,256,256,1.05,28.8149333333333
0.985,0.0001,0.001,256,256,1.1,28.9018666666667
0.985,0.0001,0.001,256,256,1.15,30.1090666666667
0.985,0.0001,0.0001,64,64,1.05,23.2445333333333
0.985,0.0001,0.0001,64,64,1.1,24.1765333333333
0.985,0.0001,0.0001,64,64,1.15,24.0501333333333
0.985,0.0001,0.0001,64,128,1.05,23.5629333333333
0.985,0.0001,0.0001,64,128,1.1,23.2808
0.985,0.0001,0.0001,64,128,1.15,24.3256
0.985,0.0001,0.0001,64,256,1.05,24.4125333333333
0.985,0.0001,0.0001,64,256,1.1,23.1298666666667
0.985,0.0001,0.0001,64,256,1.15,23.6408
0.985,0.0001,0.0001,128,64,1.05,25.264
0.985,0.0001,0.0001,128,64,1.1,25.6184
0.985,0.0001,0.0001,128,64,1.15,27.5869333333333
0.985,0.0001,0.0001,128,128,1.05,25.6088
0.985,0.0001,0.0001,128,128,1.1,25.5362666666667
0.985,0.0001,0.0001,128,128,1.15,23.816
0.985,0.0001,0.0001,128,256,1.05,26.5869333333333
0.985,0.0001,0.0001,128,256,1.1,25.7037333333333
0.985,0.0001,0.0001,128,256,1.15,26.0344
0.985,0.0001,0.0001,256,64,1.05,29.0373333333333
0.985,0.0001,0.0001,256,64,1.1,29.4469333333333
0.985,0.0001,0.0001,256,64,1.15,30.0202666666667
0.985,0.0001,0.0001,256,128,1.05,28.7517333333333
0.985,0.0001,0.0001,256,128,1.1,28.9869333333333
0.985,0.0001,0.0001,256,128,1.15,27.396
0.985,0.0001,0.0001,256,256,1.05,29.4338666666667
0.985,0.0001,0.0001,256,256,1.1,28.7717333333333
0.985,0.0001,0.0001,256,256,1.15,30.0738666666667
0.99,0.01,0.01,64,64,1.05,125.364
0.99,0.01,0.01,64,64,1.1,117.950933333333
0.99,0.01,0.01,64,64,1.15,125.1784
0.99,0.01,0.01,64,128,1.05,138.348
0.99,0.01,0.01,64,128,1.1,130.158666666667
0.99,0.01,0.01,64,128,1.15,112.38
0.99,0.01,0.01,64,256,1.05,140.1976
0.99,0.01,0.01,64,256,1.1,135.651466666667
0.99,0.01,0.01,64,256,1.15,130.259466666667
0.99,0.01,0.01,128,64,1.05,136.466133333333
0.99,0.01,0.01,128,64,1.1,117.725066666667
0.99,0.01,0.01,128,64,1.15,112.6872
0.99,0.01,0.01,128,128,1.05,127.744
0.99,0.01,0.01,128,128,1.1,109.4528
0.99,0.01,0.01,128,128,1.15,101.477066666667
0.99,0.01,0.01,128,256,1.05,110.297333333333
0.99,0.01,0.01,128,256,1.1,92.4872
0.99,0.01,0.01,128,256,1.15,105.521333333333
0.99,0.01,0.01,256,64,1.05,70.7528
0.99,0.01,0.01,256,64,1.1,56.4949333333333
0.99,0.01,0.01,256,64,1.15,49.2349333333333
0.99,0.01,0.01,256,128,1.05,23.9194666666667
