discount_factor,learn_rate_policy,learn_rate_value,hidden_dim_policy,hidden_dim_value,init_temp,result
0.98,0.0001,0.0001,128,64,1.15,31.9282666666667
0.98,0.0001,0.0001,128,128,1.05,31.1714666666667
0.98,0.0001,0.0001,128,128,1.1,29.5050666666667
0.98,0.0001,0.0001,128,128,1.15,31.0997333333333
0.98,0.0001,0.0001,128,256,1.05,32.0885333333333
0.98,0.0001,0.0001,128,256,1.1,29.7173333333333
0.98,0.0001,0.0001,128,256,1.15,29.1576
0.98,0.0001,0.0001,256,64,1.05,36.3488
0.98,0.0001,0.0001,256,64,1.1,39.3714666666667
0.98,0.0001,0.0001,256,64,1.15,38.7728
0.98,0.0001,0.0001,256,128,1.05,37.7037333333333
0.98,0.0001,0.0001,256,128,1.1,35.6434666666667
0.98,0.0001,0.0001,256,128,1.15,40.1818666666667
0.98,0.0001,0.0001,256,256,1.05,40.3349333333333
0.98,0.0001,0.0001,256,256,1.1,39.6368
0.98,0.0001,0.0001,256,256,1.15,42.4274666666667
0.985,0.01,0.01,64,64,1.05,161.585333333333
0.985,0.01,0.01,64,64,1.1,152.7824
0.985,0.01,0.01,64,64,1.15,153.923466666667
0.985,0.01,0.01,64,128,1.05,165.2152
0.985,0.01,0.01,64,128,1.1,170.823733333333
0.985,0.01,0.01,64,128,1.15,169.422133333333
0.985,0.01,0.01,64,256,1.05,158.179466666667
0.985,0.01,0.01,64,256,1.1,136.465333333333
0.985,0.01,0.01,64,256,1.15,153.8368
0.985,0.01,0.01,128,64,1.05,135.177066666667
0.985,0.01,0.01,128,64,1.1,107.292533333333
0.985,0.01,0.01,128,64,1.15,129.149066666667
0.985,0.01,0.01,128,128,1.05,144.742133333333
0.985,0.01,0.01,128,128,1.1,109.439466666667
0.985,0.01,0.01,128,128,1.15,123.7656
0.985,0.01,0.01,128,256,1.05,153.469866666667
0.985,0.01,0.01,128,256,1.1,110.823733333333
0.985,0.01,0.01,128,256,1.15,100.524
0.985,0.01,0.01,256,64,1.05,75.0858666666667
0.985,0.01,0.01,256,64,1.1,109.224
0.985,0.01,0.01,256,64,1.15,83.6381333333333
0.985,0.01,0.01,256,128,1.05,76.7210666666667
0.985,0.01,0.01,256,128,1.1,98.8256
0.985,0.01,0.01,256,128,1.15,57.5906666666667
0.985,0.01,0.01,256,256,1.05,94.3024
0.985,0.01,0.01,256,256,1.1,105.351466666667
0.985,0.01,0.01,256,256,1.15,70.8256
0.985,0.01,0.001,64,64,1.05,127.430933333333
0.985,0.01,0.001,64,64,1.1,142.726133333333
0.985,0.01,0.001,64,64,1.15,124.6192
0.985,0.01,0.001,64,128,1.05,133.922666666667
0.985,0.01,0.001,64,128,1.1,141.377333333333
0.985,0.01,0.001,64,128,1.15,127.8488
0.985,0.01,0.001,64,256,1.05,128.9912
0.985,0.01,0.001,64,256,1.1,130.9424
0.985,0.01,0.001,64,256,1.15,137.838133333333
0.985,0.01,0.001,128,64,1.05,126.324533333333
0.985,0.01,0.001,128,64,1.1,143.643466666667
0.985,0.01,0.001,128,64,1.15,113.84
0.985,0.01,0.001,128,128,1.05,99.1256
0.985,0.01,0.001,128,128,1.1,128.189866666667
0.985,0.01,0.001,128,128,1.15,130.5216
0.985,0.01,0.001,128,256,1.05,105.948266666667
0.985,0.01,0.001,128,256,1.1,101.786133333333
0.985,0.01,0.001,128,256,1.15,106.7688
0.985,0.01,0.001,256,64,1.05,45.004
0.985,0.01,0.001,256,64,1.1,95.3706666666667
0.985,0.01,0.001,256,64,1.15,79.6448
0.985,0.01,0.001,256,128,1.05,92.3248
0.985,0.01,0.001,256,128,1.1,79.3594666666667
0.985,0.01,0.001,256,128,1.15,86.1730666666667
0.985,0.01,0.001,256,256,1.05,92.1370666666667
0.985,0.01,0.001,256,256,1.1,107.9776
0.985,0.01,0.001,256,256,1.15,90.0306666666667
0.985,0.01,0.0001,64,64,1.05,137.457866666667
0.985,0.01,0.0001,64,64,1.1,111.074933333333
0.985,0.01,0.0001,64,64,1.15,136.733066666667
0.985,0.01,0.0001,64,128,1.05,132.884
0.985,0.01,0.0001,64,128,1.1,125.3624
0.985,0.01,0.0001,64,128,1.15,112.997333333333
0.985,0.01,0.0001,64,256,1.05,115.003733333333
0.985,0.01,0.0001,64,256,1.1,119.5168
0.985,0.01,0.0001,64,256,1.15,120.151733333333
0.985,0.01,0.0001,128,64,1.05,68.2802666666667
0.985,0.01,0.0001,128,64,1.1,75.3906666666667
0.985,0.01,0.0001,128,64,1.15,96.2872
0.985,0.01,0.0001,128,128,1.05,84.0312
0.985,0.01,0.0001,128,128,1.1,77.8776
0.985,0.01,0.0001,128,128,1.15,99.4954666666667
0.985,0.01,0.0001,128,256,1.05,81.6594666666667
0.985,0.01,0.0001,128,256,1.1,108.593333333333
0.985,0.01,0.0001,128,256,1.15,76.4314666666667
0.985,0.01,0.0001,256,64,1.05,68.6901333333333
0.985,0.01,0.0001,256,64,1.1,52.1021333333333
0.985,0.01,0.0001,256,64,1.15,33.6634666666667
0.985,0.01,0.0001,256,128,1.05,62.8128
0.985,0.01,0.0001,256,128,1.1,64.7746666666667
0.985,0.01,0.0001,256,128,1.15,39.1090666666667
0.985,0.01,0.0001,256,256,1.05,81.7488
0.985,0.01,0.0001,256,256,1.1,70.0789333333333
0.985,0.01,0.0001,256,256,1.15,43.7818666666667
0.985,0.001,0.01,64,64,1.05,127.032533333333
0.985,0.001,0.01,64,64,1.1,134.320266666667
0.985,0.001,0.01,64,64,1.15,133.474666666667
0.985,0.001,0.01,64,128,1.05,125.5384
0.985,0.001,0.01,64,128,1.1,132.056
0.985,0.001,0.01,64,128,1.15,121.993333333333
0.985,0.001,0.01,64,256,1.05,124.9224
0.985,0.001,0.01,64,256,1.1,123.308533333333
0.985,0.001,0.01,64,256,1.15,131.693066666667
0.985,0.001,0.01,128,64,1.05,149.155466666667
0.985,0.001,0.01,128,64,1.1,147.262133333333
0.985,0.001,0.01,128,64,1.15,145.180266666667
0.985,0.001,0.01,128,128,1.05,148.799733333333
0.985,0.001,0.01,128,128,1.1,143.8184
0.985,0.001,0.01,128,128,1.15,145.457866666667
0.985,0.001,0.01,128,256,1.05,144.443733333333
0.985,0.001,0.01,128,256,1.1,142.385866666667
0.985,0.001,0.01,128,256,1.15,145.783733333333
0.985,0.001,0.01,256,64,1.05,160.7472
0.985,0.001,0.01,256,64,1.1,158.5416
0.985,0.001,0.01,256,64,1.15,157.479733333333
0.985,0.001,0.01,256,128,1.05,157.398666666667
0.985,0.001,0.01,256,128,1.1,162.5104
0.985,0.001,0.01,256,128,1.15,159.4872
0.985,0.001,0.01,256,256,1.05,160.691733333333
0.985,0.001,0.01,256,256,1.1,159.762133333333
0.985,0.001,0.01,256,256,1.15,156.942666666667
0.985,0.001,0.001,64,64,1.05,124.835733333333
0.985,0.001,0.001,64,64,1.1,127.723733333333
0.985,0.001,0.001,64,64,1.15,125.656266666667
0.985,0.001,0.001,64,128,1.05,122.552533333333
0.985,0.001,0.001,64,128,1.1,129.6992
0.985,0.001,0.001,64,128,1.15,123.512266666667
0.985,0.001,0.001,64,256,1.05,130.456266666667
0.985,0.001,0.001,64,256,1.1,132.305866666667
0.985,0.001,0.001,64,256,1.15,127.039733333333
0.985,0.001,0.001,128,64,1.05,142.132266666667
0.985,0.001,0.001,128,64,1.1,145.822933333333
0.985,0.001,0.001,128,64,1.15,142.4328
0.985,0.001,0.001,128,128,1.05,148.182133333333
0.985,0.001,0.001,128,128,1.1,139.038666666667
0.985,0.001,0.001,128,128,1.15,142.482933333333
0.985,0.001,0.001,128,256,1.05,149.846666666667
0.985,0.001,0.001,128,256,1.1,149.583733333333
0.985,0.001,0.001,128,256,1.15,145.368
0.985,0.001,0.001,256,64,1.05,148.185866666667
0.985,0.001,0.001,256,64,1.1,150.370666666667
0.985,0.001,0.001,256,64,1.15,153.2064
0.985,0.001,0.001,256,128,1.05,153.276266666667
0.985,0.001,0.001,256,128,1.1,153.670666666667
0.985,0.001,0.001,256,128,1.15,152.866933333333
0.985,0.001,0.001,256,256,1.05,153.0984
0.985,0.001,0.001,256,256,1.1,152.545866666667
0.985,0.001,0.001,256,256,1.15,155.498133333333
0.985,0.001,0.0001,64,64,1.05,119.36
0.985,0.001,0.0001,64,64,1.1,111.7008
0.985,0.001,0.0001,64,64,1.15,117.079733333333
0.985,0.001,0.0001,64,128,1.05,113.379466666667
0.985,0.001,0.0001,64,128,1.1,121.016266666667
0.985,0.001,0.0001,64,128,1.15,112.428533333333
0.985,0.001,0.0001,64,256,1.05,112.703466666667
0.985,0.001,0.0001,64,256,1.1,122.2512
0.985,0.001,0.0001,64,256,1.15,118.7016
0.985,0.001,0.0001,128,64,1.05,135.1808
0.985,0.001,0.0001,128,64,1.1,137.6448
0.985,0.001,0.0001,128,64,1.15,135.7632
0.985,0.001,0.0001,128,128,1.05,133.426133333333
0.985,0.001,0.0001,128,128,1.1,123.896
0.985,0.001,0.0001,128,128,1.15,132.054133333333
0.985,0.001,0.0001,128,256,1.05,136.4712
0.985,0.001,0.0001,128,256,1.1,138.005866666667
0.985,0.001,0.0001,128,256,1.15,131.680266666667
0.985,0.001,0.0001,256,64,1.05,144.535733333333
0.985,0.001,0.0001,256,64,1.1,142.1824
0.985,0.001,0.0001,256,64,1.15,147.0584
0.985,0.001,0.0001,256,128,1.05,142.14
0.985,0.001,0.0001,256,128,1.1,143.159733333333
0.985,0.001,0.0001,256,128,1.15,147.262666666667
0.985,0.001,0.0001,256,256,1.05,145.2104
0.985,0.001,0.0001,256,256,1.1,146.8824
0.985,0.001,0.0001,256,256,1.15,145.459466666667
0.985,0.0001,0.01,64,64,1.05,27.2285333333333
0.985,0.0001,0.01,64,64,1.1,25.2893333333333
0.985,0.0001,0.01,64,64,1.15,25.6989333333333
0.985,0.0001,0.01,64,128,1.05,28.536
0.985,0.0001,0.01,64,128,1.1,25.2890666666667
0.985,0.0001,0.01,64,128,1.15,23.4696
0.985,0.0001,0.01,64,256,1.05,25.5909333333333
0.985,0.0001,0.01,64,256,1.1,27.9650666666667
0.985,0.0001,0.01,64,256,1.15,25.7005333333333
0.985,0.0001,0.01,128,64,1.05,29.3376
0.985,0.0001,0.01,128,64,1.1,30.1408
0.985,0.0001,0.01,128,64,1.15,28.7205333333333
0.985,0.0001,0.01,128,128,1.05,29.2890666666667
0.985,0.0001,0.01,128,128,1.1,29.8122666666667
0.985,0.0001,0.01,128,128,1.15,26.9621333333333
0.985,0.0001,0.01,128,256,1.05,29.8706666666667
0.985,0.0001,0.01,128,256,1.1,28.5218666666667
0.985,0.0001,0.01,128,256,1.15,32.6205333333333
0.985,0.0001,0.01,256,64,1.05,40.9525333333333
0.985,0.0001,0.01,256,64,1.1,40.0245333333333
0.985,0.0001,0.01,256,64,1.15,40.6242666666667
0.985,0.0001,0.01,256,128,1.05,39.6722666666667
0.985,0.0001,0.01,256,128,1.1,39.3288
0.985,0.0001,0.01,256,128,1.15,44.5026666666667
0.985,0.0001,0.01,256,256,1.05,42.9896
0.985,0.0001,0.01,256,256,1.1,42.6816
0.985,0.0001,0.01,256,256,1.15,42.5744
0.985,0.0001,0.001,64,64,1.05,27.56
0.985,0.0001,0.001,64,64,1.1,27.5397333333333
0.985,0.0001,0.001,64,64,1.15,26.0818666666667
0.985,0.0001,0.001,64,128,1.05,27.8210666666667
0.985,0.0001,0.001,64,128,1.1,24.5658666666667
0.985,0.0001,0.001,64,128,1.15,26.6416
0.985,0.0001,0.001,64,256,1.05,25.2410666666667
0.985,0.0001,0.001,64,256,1.1,26.6696
0.985,0.0001,0.001,64,256,1.15,26.1122666666667
0.985,0.0001,0.001,128,64,1.05,30.7346666666667
0.985,0.0001,0.001,128,64,1.1,29.8733333333333
0.985,0.0001,0.001,128,64,1.15,32.9581333333333
0.985,0.0001,0.001,128,128,1.05,29.1192
0.985,0.0001,0.001,128,128,1.1,28.6232
0.985,0.0001,0.001,128,128,1.15,29.7384
0.985,0.0001,0.001,128,256,1.05,33.1874666666667
0.985,0.0001,0.001,128,256,1.1,31.0434666666667
0.985,0.0001,0.001,128,256,1.15,31.7093333333333
0.985,0.0001,0.001,256,64,1.05,45.6933333333333
0.985,0.0001,0.001,256,64,1.1,40.9053333333333
0.985,0.0001,0.001,256,64,1.15,42.6861333333333
0.985,0.0001,0.001,256,128,1.05,44.1626666666667
0.985,0.0001,0.001,256,128,1.1,45.0189333333333
0.985,0.0001,0.001,256,128,1.15,41.5504
0.985,0.0001,0.001,256,256,1.05,40.4229333333333
0.985,0.0001,0.001,256,256,1.1,42.5629333333333
0.985,0.0001,0.001,256,256,1.15,45.4258666666667
0.985,0.0001,0.0001,64,64,1.05,25.4872
0.985,0.0001,0.0001,64,64,1.1,26.2037333333333
0.985,0.0001,0.0001,64,64,1.15,25.0509333333333
0.985,0.0001,0.0001,64,128,1.05,26.8304
0.985,0.0001,0.0001,64,128,1.1,25.3157333333333
0.985,0.0001,0.0001,64,128,1.15,27.6413333333333
0.985,0.0001,0.0001,64,256,1.05,25.644
0.985,0.0001,0.0001,64,256,1.1,26.8149333333333
0.985,0.0001,0.0001,64,256,1.15,26.6562666666667
0.985,0.0001,0.0001,128,64,1.05,28.6197333333333
0.985,0.0001,0.0001,128,64,1.1,29.1341333333333
0.985,0.0001,0.0001,128,64,1.15,29.9514666666667
0.985,0.0001,0.0001,128,128,1.05,27.7730666666667
0.985,0.0001,0.0001,128,128,1.1,30.8064
0.985,0.0001,0.0001,128,128,1.15,30.1632
0.985,0.0001,0.0001,128,256,1.05,29.1496
0.985,0.0001,0.0001,128,256,1.1,30.8690666666667
0.985,0.0001,0.0001,128,256,1.15,29.5776
0.985,0.0001,0.0001,256,64,1.05,39.9765333333333
0.985,0.0001,0.0001,256,64,1.1,38.8525333333333
0.985,0.0001,0.0001,256,64,1.15,40.6981333333333
0.985,0.0001,0.0001,256,128,1.05,40.964
0.985,0.0001,0.0001,256,128,1.1,38.4184
0.985,0.0001,0.0001,256,128,1.15,37.3725333333333
0.985,0.0001,0.0001,256,256,1.05,40.9925333333333
0.985,0.0001,0.0001,256,256,1.1,38.6066666666667
0.985,0.0001,0.0001,256,256,1.15,42.2
0.99,0.01,0.01,64,64,1.05,173.0368
0.99,0.01,0.01,64,64,1.1,141.522933333333
0.99,0.01,0.01,64,64,1.15,142.742133333333
0.99,0.01,0.01,64,128,1.05,151.808266666667
0.99,0.01,0.01,64,128,1.1,165.695466666667
0.99,0.01,0.01,64,128,1.15,158.706933333333
0.99,0.01,0.01,64,256,1.05,139.3728
0.99,0.01,0.01,64,256,1.1,162.581066666667
0.99,0.01,0.01,64,256,1.15,137.8568
0.99,0.01,0.01,128,64,1.05,117.9208
0.99,0.01,0.01,128,64,1.1,149.4992
0.99,0.01,0.01,128,64,1.15,156.906933333333
0.99,0.01,0.01,128,128,1.05,134.549866666667
0.99,0.01,0.01,128,128,1.1,148.098133333333
0.99,0.01,0.01,128,128,1.15,139.312533333333
0.99,0.01,0.01,128,256,1.05,139.004533333333
0.99,0.01,0.01,128,256,1.1,135.2624
0.99,0.01,0.01,128,256,1.15,65.2946666666667
0.99,0.01,0.01,256,64,1.05,88.0893333333333
0.99,0.01,0.01,256,64,1.1,118.8408
0.99,0.01,0.01,256,64,1.15,140.442133333333
0.99,0.01,0.01,256,128,1.05,111.805333333333
0.99,0.01,0.01,256,128,1.1,60.9653333333333
0.99,0.01,0.01,256,128,1.15,108.891733333333
