discount_factor,learn_rate_policy,learn_rate_value,hidden_dim_policy,hidden_dim_value,init_temp,result
0.98,0.01,0.001,256,256,1.05,22.9416
0.98,0.01,0.001,256,256,1.1,17.98746666666667
0.98,0.01,0.001,256,256,1.15,20.718933333333332
0.98,0.01,0.0001,64,64,1.05,23.2536
0.98,0.01,0.0001,64,64,1.1,13.677866666666668
0.98,0.01,0.0001,64,64,1.15,21.119733333333336
0.98,0.01,0.0001,64,128,1.05,21.738666666666667
0.98,0.01,0.0001,64,128,1.1,22.378933333333332
0.98,0.01,0.0001,64,128,1.15,13.556266666666664
0.98,0.01,0.0001,64,256,1.05,14.909066666666666
0.98,0.01,0.0001,64,256,1.1,15.901066666666669
0.98,0.01,0.0001,64,256,1.15,17.845066666666668
0.98,0.01,0.0001,128,64,1.05,21.451999999999998
0.98,0.01,0.0001,128,64,1.1,20.160266666666665
0.98,0.01,0.0001,128,64,1.15,27.241333333333337
0.98,0.01,0.0001,128,128,1.05,21.017333333333333
0.98,0.01,0.0001,128,128,1.1,21.217066666666664
0.98,0.01,0.0001,128,128,1.15,24.74826666666667
0.98,0.01,0.0001,128,256,1.05,17.340799999999998
0.98,0.01,0.0001,128,256,1.1,20.12186666666667
0.98,0.01,0.0001,128,256,1.15,26.434133333333328
0.98,0.01,0.0001,256,64,1.05,25.495466666666665
0.98,0.01,0.0001,256,64,1.1,24.034666666666666
0.98,0.01,0.0001,256,64,1.15,21.78213333333333
0.98,0.01,0.0001,256,128,1.05,22.8384
0.98,0.01,0.0001,256,128,1.1,23.033066666666667
0.98,0.01,0.0001,256,128,1.15,23.931199999999997
0.98,0.01,0.0001,256,256,1.05,23.762400000000003
0.98,0.01,0.0001,256,256,1.1,24.740000000000002
0.98,0.01,0.0001,256,256,1.15,21.840266666666672
0.98,0.001,0.01,64,64,1.05,17.5064
0.98,0.001,0.01,64,64,1.1,14.592533333333332
0.98,0.001,0.01,64,64,1.15,13.963999999999999
0.98,0.001,0.01,64,128,1.05,13.205066666666667
0.98,0.001,0.01,64,128,1.1,16.0608
0.98,0.001,0.01,64,128,1.15,13.110933333333332
0.98,0.001,0.01,64,256,1.05,14.878133333333333
0.98,0.001,0.01,64,256,1.1,16.64506666666667
0.98,0.001,0.01,64,256,1.15,14.058933333333334
0.98,0.001,0.01,128,64,1.05,14.838399999999998
0.98,0.001,0.01,128,64,1.1,13.221066666666667
0.98,0.001,0.01,128,64,1.15,12.007200000000001
0.98,0.001,0.01,128,128,1.05,10.553866666666668
0.98,0.001,0.01,128,128,1.1,13.771733333333334
0.98,0.001,0.01,128,128,1.15,15.866666666666665
0.98,0.001,0.01,128,256,1.05,13.006133333333333
0.98,0.001,0.01,128,256,1.1,15.590133333333332
0.98,0.001,0.01,128,256,1.15,14.208266666666665
0.98,0.001,0.01,256,64,1.05,17.460266666666666
0.98,0.001,0.01,256,64,1.1,15.190133333333335
0.98,0.001,0.01,256,64,1.15,15.774666666666667
0.98,0.001,0.01,256,128,1.05,14.745066666666668
0.98,0.001,0.01,256,128,1.1,14.867466666666667
0.98,0.001,0.01,256,128,1.15,12.556799999999999
0.98,0.001,0.01,256,256,1.05,13.641866666666667
0.98,0.001,0.01,256,256,1.1,14.943733333333332
0.98,0.001,0.01,256,256,1.15,11.315466666666667
0.98,0.001,0.001,64,64,1.05,12.408
0.98,0.001,0.001,64,64,1.1,14.732
0.98,0.001,0.001,64,64,1.15,15.699733333333336
0.98,0.001,0.001,64,128,1.05,16.677866666666667
0.98,0.001,0.001,64,128,1.1,13.468533333333335
0.98,0.001,0.001,64,128,1.15,14.106133333333336
0.98,0.001,0.001,64,256,1.05,16.570133333333334
0.98,0.001,0.001,64,256,1.1,19.014133333333334
0.98,0.001,0.001,64,256,1.15,14.852266666666665
0.98,0.001,0.001,128,64,1.05,12.746933333333335
0.98,0.001,0.001,128,64,1.1,13.797066666666666
0.98,0.001,0.001,128,64,1.15,19.645333333333333
0.98,0.001,0.001,128,128,1.05,14.097866666666667
0.98,0.001,0.001,128,128,1.1,13.956800000000001
0.98,0.001,0.001,128,128,1.15,13.542133333333334
0.98,0.001,0.001,128,256,1.05,13.1648
0.98,0.001,0.001,128,256,1.1,12.3064
0.98,0.001,0.001,128,256,1.15,12.488533333333333
0.98,0.001,0.001,256,64,1.05,13.3168
0.98,0.001,0.001,256,64,1.1,15.910400000000001
0.98,0.001,0.001,256,64,1.15,17.43626666666667
0.98,0.001,0.001,256,128,1.05,15.879200000000003
0.98,0.001,0.001,256,128,1.1,18.309066666666666
0.98,0.001,0.001,256,128,1.15,20.118133333333336
0.98,0.001,0.001,256,256,1.05,11.968533333333333
0.98,0.001,0.001,256,256,1.1,21.452266666666667
0.98,0.001,0.001,256,256,1.15,14.815999999999999
0.98,0.001,0.0001,64,64,1.05,19.37413333333333
0.98,0.001,0.0001,64,64,1.1,20.50133333333333
0.98,0.001,0.0001,64,64,1.15,17.861333333333334
0.98,0.001,0.0001,64,128,1.05,18.654933333333332
0.98,0.001,0.0001,64,128,1.1,16.503733333333333
0.98,0.001,0.0001,64,128,1.15,18.856
0.98,0.001,0.0001,64,256,1.05,19.177866666666667
0.98,0.001,0.0001,64,256,1.1,18.073333333333334
0.98,0.001,0.0001,64,256,1.15,19.74186666666667
0.98,0.001,0.0001,128,64,1.05,13.624533333333332
0.98,0.001,0.0001,128,64,1.1,18.472533333333335
0.98,0.001,0.0001,128,64,1.15,19.750933333333332
0.98,0.001,0.0001,128,128,1.05,18.463466666666665
0.98,0.001,0.0001,128,128,1.1,20.109066666666667
0.98,0.001,0.0001,128,128,1.15,15.528533333333332
0.98,0.001,0.0001,128,256,1.05,21.373333333333335
0.98,0.001,0.0001,128,256,1.1,13.455733333333333
0.98,0.001,0.0001,128,256,1.15,21.245866666666664
0.98,0.001,0.0001,256,64,1.05,18.118666666666666
0.98,0.001,0.0001,256,64,1.1,19.8584
0.98,0.001,0.0001,256,64,1.15,18.38453333333333
0.98,0.001,0.0001,256,128,1.05,21.095733333333335
0.98,0.001,0.0001,256,128,1.1,21.9016
0.98,0.001,0.0001,256,128,1.15,17.957866666666668
0.98,0.001,0.0001,256,256,1.05,16.159733333333335
0.98,0.001,0.0001,256,256,1.1,18.01493333333333
0.98,0.001,0.0001,256,256,1.15,13.745333333333331
0.98,0.0001,0.01,64,64,1.05,19.35226666666667
0.98,0.0001,0.01,64,64,1.1,23.901066666666665
0.98,0.0001,0.01,64,64,1.15,25.696000000000005
0.98,0.0001,0.01,64,128,1.05,16.15973333333333
0.98,0.0001,0.01,64,128,1.1,26.337866666666667
0.98,0.0001,0.01,64,128,1.15,23.932266666666667
0.98,0.0001,0.01,64,256,1.05,25.998133333333328
0.98,0.0001,0.01,64,256,1.1,22.367733333333334
0.98,0.0001,0.01,64,256,1.15,20.333866666666665
0.98,0.0001,0.01,128,64,1.05,24.025066666666667
0.98,0.0001,0.01,128,64,1.1,21.08533333333333
0.98,0.0001,0.01,128,64,1.15,15.657333333333332
0.98,0.0001,0.01,128,128,1.05,22.5856
0.98,0.0001,0.01,128,128,1.1,18.521866666666664
0.98,0.0001,0.01,128,128,1.15,18.45066666666667
0.98,0.0001,0.01,128,256,1.05,23.852533333333334
0.98,0.0001,0.01,128,256,1.1,22.169333333333334
0.98,0.0001,0.01,128,256,1.15,21.394666666666666
0.98,0.0001,0.01,256,64,1.05,22.98453333333334
0.98,0.0001,0.01,256,64,1.1,16.438399999999998
0.98,0.0001,0.01,256,64,1.15,17.258133333333333
0.98,0.0001,0.01,256,128,1.05,16.8576
0.98,0.0001,0.01,256,128,1.1,17.6768
0.98,0.0001,0.01,256,128,1.15,20.684800000000003
0.98,0.0001,0.01,256,256,1.05,17.39173333333333
0.98,0.0001,0.01,256,256,1.1,19.098666666666666
0.98,0.0001,0.01,256,256,1.15,17.086666666666666
0.98,0.0001,0.001,64,64,1.05,23.80426666666667
0.98,0.0001,0.001,64,64,1.1,21.61306666666667
0.98,0.0001,0.001,64,64,1.15,25.210933333333333
0.98,0.0001,0.001,64,128,1.05,20.722666666666665
0.98,0.0001,0.001,64,128,1.1,22.636533333333333
0.98,0.0001,0.001,64,128,1.15,21.149333333333335
0.98,0.0001,0.001,64,256,1.05,21.602933333333333
0.98,0.0001,0.001,64,256,1.1,21.76
0.98,0.0001,0.001,64,256,1.15,25.706933333333335
0.98,0.0001,0.001,128,64,1.05,20.420800000000003
0.98,0.0001,0.001,128,64,1.1,21.548533333333335
0.98,0.0001,0.001,128,64,1.15,23.037333333333333
0.98,0.0001,0.001,128,128,1.05,17.562666666666665
0.98,0.0001,0.001,128,128,1.1,20.154933333333336
0.98,0.0001,0.001,128,128,1.15,21.426933333333334
0.98,0.0001,0.001,128,256,1.05,24.465333333333334
0.98,0.0001,0.001,128,256,1.1,24.7312
0.98,0.0001,0.001,128,256,1.15,25.49493333333333
0.98,0.0001,0.001,256,64,1.05,18.5656
0.98,0.0001,0.001,256,64,1.1,19.326666666666668
0.98,0.0001,0.001,256,64,1.15,20.158666666666665
0.98,0.0001,0.001,256,128,1.05,20.1744
0.98,0.0001,0.001,256,128,1.1,22.582933333333337
0.98,0.0001,0.001,256,128,1.15,20.271466666666665
0.98,0.0001,0.001,256,256,1.05,17.30453333333333
0.98,0.0001,0.001,256,256,1.1,17.628533333333333
0.98,0.0001,0.001,256,256,1.15,21.190933333333334
0.98,0.0001,0.0001,64,64,1.05,24.327466666666666
0.98,0.0001,0.0001,64,64,1.1,26.730133333333335
0.98,0.0001,0.0001,64,64,1.15,20.636
0.98,0.0001,0.0001,64,128,1.05,25.50933333333333
0.98,0.0001,0.0001,64,128,1.1,24.2856
0.98,0.0001,0.0001,64,128,1.15,22.335199999999997
0.98,0.0001,0.0001,64,256,1.05,25.715733333333333
0.98,0.0001,0.0001,64,256,1.1,26.361333333333334
0.98,0.0001,0.0001,64,256,1.15,24.781066666666668
0.98,0.0001,0.0001,128,64,1.05,23.4992
0.98,0.0001,0.0001,128,64,1.1,22.034933333333335
0.98,0.0001,0.0001,128,64,1.15,20.7736
0.98,0.0001,0.0001,128,128,1.05,19.587199999999996
0.98,0.0001,0.0001,128,128,1.1,24.7504
0.98,0.0001,0.0001,128,128,1.15,26.749599999999997
0.98,0.0001,0.0001,128,256,1.05,20.575733333333332
0.98,0.0001,0.0001,128,256,1.1,24.745333333333335
0.98,0.0001,0.0001,128,256,1.15,20.944533333333332
0.98,0.0001,0.0001,256,64,1.05,19.814666666666664
0.98,0.0001,0.0001,256,64,1.1,20.8872
0.98,0.0001,0.0001,256,64,1.15,25.309333333333335
0.98,0.0001,0.0001,256,128,1.05,14.789600000000002
0.98,0.0001,0.0001,256,128,1.1,20.416266666666665
0.98,0.0001,0.0001,256,128,1.15,18.265866666666664
0.98,0.0001,0.0001,256,256,1.05,19.543200000000002
0.98,0.0001,0.0001,256,256,1.1,20.281333333333333
0.98,0.0001,0.0001,256,256,1.15,19.862933333333334
0.985,0.01,0.01,64,64,1.05,15.484800000000002
0.985,0.01,0.01,64,64,1.1,13.959466666666666
0.985,0.01,0.01,64,64,1.15,22.2848
0.985,0.01,0.01,64,128,1.05,15.372
0.985,0.01,0.01,64,128,1.1,19.705866666666665
0.985,0.01,0.01,64,128,1.15,10.525333333333334
0.985,0.01,0.01,64,256,1.05,18.0688
0.985,0.01,0.01,64,256,1.1,18.260533333333335
0.985,0.01,0.01,64,256,1.15,16.9384
0.985,0.01,0.01,128,64,1.05,16.5304
0.985,0.01,0.01,128,64,1.1,17.31093333333333
0.985,0.01,0.01,128,64,1.15,19.379733333333334
0.985,0.01,0.01,128,128,1.05,21.140800000000002
0.985,0.01,0.01,128,128,1.1,17.712533333333333
0.985,0.01,0.01,128,128,1.15,19.769866666666665
0.985,0.01,0.01,128,256,1.05,17.1168
0.985,0.01,0.01,128,256,1.1,18.382133333333336
0.985,0.01,0.01,128,256,1.15,16.0168
0.985,0.01,0.01,256,64,1.05,17.1488
0.985,0.01,0.01,256,64,1.1,23.9816
0.985,0.01,0.01,256,64,1.15,22.232533333333333
0.985,0.01,0.01,256,128,1.05,23.042133333333332
0.985,0.01,0.01,256,128,1.1,17.988533333333333
0.985,0.01,0.01,256,128,1.15,26.57626666666667
0.985,0.01,0.01,256,256,1.05,23.703733333333332
0.985,0.01,0.01,256,256,1.1,21.661333333333335
0.985,0.01,0.01,256,256,1.15,22.082933333333337
0.985,0.01,0.001,64,64,1.05,15.123200000000002
0.985,0.01,0.001,64,64,1.1,11.476533333333334
0.985,0.01,0.001,64,64,1.15,19.551733333333335
0.985,0.01,0.001,64,128,1.05,15.6072
0.985,0.01,0.001,64,128,1.1,11.150133333333333
0.985,0.01,0.001,64,128,1.15,11.415999999999999
0.985,0.01,0.001,64,256,1.05,13.522400000000001
0.985,0.01,0.001,64,256,1.1,18.491999999999997
0.985,0.01,0.001,64,256,1.15,17.360800000000005
0.985,0.01,0.001,128,64,1.05,16.560000000000002
0.985,0.01,0.001,128,64,1.1,20.2984
0.985,0.01,0.001,128,64,1.15,17.217333333333336
0.985,0.01,0.001,128,128,1.05,17.744
0.985,0.01,0.001,128,128,1.1,18.321066666666667
0.985,0.01,0.001,128,128,1.15,12.9184
0.985,0.01,0.001,128,256,1.05,24.615466666666666
0.985,0.01,0.001,128,256,1.1,20.6184
0.985,0.01,0.001,128,256,1.15,20.567200000000003
0.985,0.01,0.001,256,64,1.05,18.554399999999998
0.985,0.01,0.001,256,64,1.1,23.498666666666665
0.985,0.01,0.001,256,64,1.15,26.06826666666667
0.985,0.01,0.001,256,128,1.05,21.272
0.985,0.01,0.001,256,128,1.1,19.101599999999998
0.985,0.01,0.001,256,128,1.15,20.412533333333336
0.985,0.01,0.001,256,256,1.05,14.963733333333332
0.985,0.01,0.001,256,256,1.1,24.636266666666664
0.985,0.01,0.001,256,256,1.15,23.61733333333333
0.985,0.01,0.0001,64,64,1.05,16.4744
0.985,0.01,0.0001,64,64,1.1,19.146133333333335
0.985,0.01,0.0001,64,64,1.15,20.204
0.985,0.01,0.0001,64,128,1.05,12.394933333333332
0.985,0.01,0.0001,64,128,1.1,13.410400000000001
0.985,0.01,0.0001,64,128,1.15,16.956
0.985,0.01,0.0001,64,256,1.05,17.740266666666667
0.985,0.01,0.0001,64,256,1.1,15.731733333333333
0.985,0.01,0.0001,64,256,1.15,18.2856
0.985,0.01,0.0001,128,64,1.05,20.389333333333333
0.985,0.01,0.0001,128,64,1.1,18.338933333333333
0.985,0.01,0.0001,128,64,1.15,22.031466666666667
0.985,0.01,0.0001,128,128,1.05,16.785066666666665
0.985,0.01,0.0001,128,128,1.1,15.135733333333334
0.985,0.01,0.0001,128,128,1.15,20.755466666666667
0.985,0.01,0.0001,128,256,1.05,23.1616
0.985,0.01,0.0001,128,256,1.1,18.25466666666667
0.985,0.01,0.0001,128,256,1.15,21.5456
0.985,0.01,0.0001,256,64,1.05,24.448533333333334
0.985,0.01,0.0001,256,64,1.1,23.045066666666667
0.985,0.01,0.0001,256,64,1.15,18.989066666666666
0.985,0.01,0.0001,256,128,1.05,22.6368
0.985,0.01,0.0001,256,128,1.1,21.025066666666667
0.985,0.01,0.0001,256,128,1.15,22.761333333333333
0.985,0.01,0.0001,256,256,1.05,27.620533333333334
0.985,0.01,0.0001,256,256,1.1,21.293866666666666
0.985,0.01,0.0001,256,256,1.15,22.054133333333333
0.985,0.001,0.01,64,64,1.05,13.1144
0.985,0.001,0.01,64,64,1.1,16.715733333333333
0.985,0.001,0.01,64,64,1.15,16.577066666666664
0.985,0.001,0.01,64,128,1.05,14.078933333333334
0.985,0.001,0.01,64,128,1.1,13.674133333333334
0.985,0.001,0.01,64,128,1.15,12.033333333333335
0.985,0.001,0.01,64,256,1.05,13.450933333333333
0.985,0.001,0.01,64,256,1.1,16.777866666666664
0.985,0.001,0.01,64,256,1.15,15.2928
0.985,0.001,0.01,128,64,1.05,14.128266666666667
0.985,0.001,0.01,128,64,1.1,15.5888
0.985,0.001,0.01,128,64,1.15,14.344
0.985,0.001,0.01,128,128,1.05,13.232
0.985,0.001,0.01,128,128,1.1,16.033866666666665
0.985,0.001,0.01,128,128,1.15,13.628266666666667
0.985,0.001,0.01,128,256,1.05,13.682666666666668
0.985,0.001,0.01,128,256,1.1,13.8352
0.985,0.001,0.01,128,256,1.15,18.534399999999998
0.985,0.001,0.01,256,64,1.05,11.2792
0.985,0.001,0.01,256,64,1.1,15.7824
0.985,0.001,0.01,256,64,1.15,12.041066666666667
0.985,0.001,0.01,256,128,1.05,13.097066666666667
0.985,0.001,0.01,256,128,1.1,14.310400000000001
0.985,0.001,0.01,256,128,1.15,14.315999999999999
0.985,0.001,0.01,256,256,1.05,13.673866666666669
0.985,0.001,0.01,256,256,1.1,10.936533333333333
0.985,0.001,0.01,256,256,1.15,17.584533333333333
0.985,0.001,0.001,64,64,1.05,14.194400000000002
0.985,0.001,0.001,64,64,1.1,16.184800000000003
0.985,0.001,0.001,64,64,1.15,18.2832
0.985,0.001,0.001,64,128,1.05,14.979999999999999
0.985,0.001,0.001,64,128,1.1,16.741866666666663
0.985,0.001,0.001,64,128,1.15,16.6072
0.985,0.001,0.001,64,256,1.05,13.634933333333333
0.985,0.001,0.001,64,256,1.1,14.315733333333332
0.985,0.001,0.001,64,256,1.15,15.62
0.985,0.001,0.001,128,64,1.05,14.070666666666668
0.985,0.001,0.001,128,64,1.1,13.373866666666666
0.985,0.001,0.001,128,64,1.15,16.317866666666667
0.985,0.001,0.001,128,128,1.05,19.066133333333333
0.985,0.001,0.001,128,128,1.1,15.349333333333334
0.985,0.001,0.001,128,128,1.15,16.020533333333336
0.985,0.001,0.001,128,256,1.05,15.047466666666669
0.985,0.001,0.001,128,256,1.1,13.730933333333331
0.985,0.001,0.001,128,256,1.15,14.602933333333334
0.985,0.001,0.001,256,64,1.05,16.314933333333336
0.985,0.001,0.001,256,64,1.1,12.493599999999999
0.985,0.001,0.001,256,64,1.15,23.449333333333332
0.985,0.001,0.001,256,128,1.05,12.149333333333335
0.985,0.001,0.001,256,128,1.1,18.55466666666667
0.985,0.001,0.001,256,128,1.15,15.093866666666665
0.985,0.001,0.001,256,256,1.05,16.5304
0.985,0.001,0.001,256,256,1.1,11.652800000000001
0.985,0.001,0.001,256,256,1.15,20.6184
0.985,0.001,0.0001,64,64,1.05,14.120266666666666
0.985,0.001,0.0001,64,64,1.1,12.894133333333333
0.985,0.001,0.0001,64,64,1.15,23.429333333333332
0.985,0.001,0.0001,64,128,1.05,21.594933333333337
0.985,0.001,0.0001,64,128,1.1,18.95146666666667
0.985,0.001,0.0001,64,128,1.15,20.49946666666667
0.985,0.001,0.0001,64,256,1.05,21.037866666666666
0.985,0.001,0.0001,64,256,1.1,14.5792
0.985,0.001,0.0001,64,256,1.15,17.699199999999998
0.985,0.001,0.0001,128,64,1.05,16.20853333333333
0.985,0.001,0.0001,128,64,1.1,19.133333333333333
0.985,0.001,0.0001,128,64,1.15,16.3216
0.985,0.001,0.0001,128,128,1.05,15.986133333333333
0.985,0.001,0.0001,128,128,1.1,14.382666666666669
0.985,0.001,0.0001,128,128,1.15,15.561866666666669
0.985,0.001,0.0001,128,256,1.05,18.654933333333332
0.985,0.001,0.0001,128,256,1.1,17.1416
0.985,0.001,0.0001,128,256,1.15,17.991466666666668
0.985,0.001,0.0001,256,64,1.05,18.86
0.985,0.001,0.0001,256,64,1.1,15.217600000000001
0.985,0.001,0.0001,256,64,1.15,23.425866666666668
0.985,0.001,0.0001,256,128,1.05,21.71333333333333
0.985,0.001,0.0001,256,128,1.1,14.238666666666665
0.985,0.001,0.0001,256,128,1.15,20.725333333333335
0.985,0.001,0.0001,256,256,1.05,21.055999999999997
0.985,0.001,0.0001,256,256,1.1,16.939466666666668
0.985,0.001,0.0001,256,256,1.15,19.066133333333333
0.985,0.0001,0.01,64,64,1.05,25.676800000000004
0.985,0.0001,0.01,64,64,1.1,24.0024
0.985,0.0001,0.01,64,64,1.15,26.383466666666664
0.985,0.0001,0.01,64,128,1.05,22.742933333333333
0.985,0.0001,0.01,64,128,1.1,23.384800000000002
0.985,0.0001,0.01,64,128,1.15,23.145599999999998
0.985,0.0001,0.01,64,256,1.05,24.77466666666667
0.985,0.0001,0.01,64,256,1.1,19.18746666666667
0.985,0.0001,0.01,64,256,1.15,26.38586666666667
0.985,0.0001,0.01,128,64,1.05,21.87226666666667
0.985,0.0001,0.01,128,64,1.1,20.322400000000002
0.985,0.0001,0.01,128,64,1.15,21.424266666666664
0.985,0.0001,0.01,128,128,1.05,23.37813333333333
0.985,0.0001,0.01,128,128,1.1,19.688533333333332
0.985,0.0001,0.01,128,128,1.15,20.255733333333335
0.985,0.0001,0.01,128,256,1.05,22.2024
0.985,0.0001,0.01,128,256,1.1,20.656266666666667
0.985,0.0001,0.01,128,256,1.15,22.9704
0.985,0.0001,0.01,256,64,1.05,13.872266666666667
0.985,0.0001,0.01,256,64,1.1,16.959200000000003
0.985,0.0001,0.01,256,64,1.15,21.180799999999998
0.985,0.0001,0.01,256,128,1.05,15.9168
0.985,0.0001,0.01,256,128,1.1,20.233866666666664
0.985,0.0001,0.01,256,128,1.15,20.843200000000003
0.985,0.0001,0.01,256,256,1.05,22.3072
0.985,0.0001,0.01,256,256,1.1,20.178933333333333
0.985,0.0001,0.01,256,256,1.15,16.660533333333333
0.985,0.0001,0.001,64,64,1.05,23.1928
0.985,0.0001,0.001,64,64,1.1,25.3984
0.985,0.0001,0.001,64,64,1.15,24.079199999999997
0.985,0.0001,0.001,64,128,1.05,22.52453333333333
0.985,0.0001,0.001,64,128,1.1,23.825066666666665
0.985,0.0001,0.001,64,128,1.15,24.35866666666667
0.985,0.0001,0.001,64,256,1.05,18.6888
0.985,0.0001,0.001,64,256,1.1,25.432
0.985,0.0001,0.001,64,256,1.15,25.025866666666666
0.985,0.0001,0.001,128,64,1.05,24.877066666666668
0.985,0.0001,0.001,128,64,1.1,22.888266666666667
0.985,0.0001,0.001,128,64,1.15,21.089866666666666
0.985,0.0001,0.001,128,128,1.05,22.618933333333334
0.985,0.0001,0.001,128,128,1.1,22.7976
0.985,0.0001,0.001,128,128,1.15,19.13253333333333
0.985,0.0001,0.001,128,256,1.05,18.388533333333335
0.985,0.0001,0.001,128,256,1.1,20.846133333333334
0.985,0.0001,0.001,128,256,1.15,20.896533333333334
0.985,0.0001,0.001,256,64,1.05,18.355200000000004
0.985,0.0001,0.001,256,64,1.1,17.312266666666666
0.985,0.0001,0.001,256,64,1.15,19.53733333333333
0.985,0.0001,0.001,256,128,1.05,23.294400000000003
0.985,0.0001,0.001,256,128,1.1,18.112266666666667
0.985,0.0001,0.001,256,128,1.15,20.25733333333333
0.985,0.0001,0.001,256,256,1.05,17.36773333333333
0.985,0.0001,0.001,256,256,1.1,19.553866666666668
0.985,0.0001,0.001,256,256,1.15,18.82346666666667
0.985,0.0001,0.0001,64,64,1.05,22.916266666666665
0.985,0.0001,0.0001,64,64,1.1,25.46346666666667
0.985,0.0001,0.0001,64,64,1.15,24.554666666666666
0.985,0.0001,0.0001,64,128,1.05,23.1008
0.985,0.0001,0.0001,64,128,1.1,26.3744
0.985,0.0001,0.0001,64,128,1.15,24.974666666666668
0.985,0.0001,0.0001,64,256,1.05,20.6976
0.985,0.0001,0.0001,64,256,1.1,25.3872
0.985,0.0001,0.0001,64,256,1.15,21.81093333333333
0.985,0.0001,0.0001,128,64,1.05,24.874133333333337
0.985,0.0001,0.0001,128,64,1.1,24.243466666666666
0.985,0.0001,0.0001,128,64,1.15,20.948266666666665
0.985,0.0001,0.0001,128,128,1.05,22.742933333333333
0.985,0.0001,0.0001,128,128,1.1,18.460266666666666
0.985,0.0001,0.0001,128,128,1.15,25.6256
0.985,0.0001,0.0001,128,256,1.05,21.9384
0.985,0.0001,0.0001,128,256,1.1,25.330666666666666
0.985,0.0001,0.0001,128,256,1.15,20.876800000000003
0.985,0.0001,0.0001,256,64,1.05,18.620000000000005
0.985,0.0001,0.0001,256,64,1.1,15.387200000000002
0.985,0.0001,0.0001,256,64,1.15,22.138933333333334
0.985,0.0001,0.0001,256,128,1.05,22.645866666666667
0.985,0.0001,0.0001,256,128,1.1,18.592266666666667
0.985,0.0001,0.0001,256,128,1.15,21.254933333333334
0.985,0.0001,0.0001,256,256,1.05,22.00906666666667
0.985,0.0001,0.0001,256,256,1.1,19.365066666666667
0.985,0.0001,0.0001,256,256,1.15,21.8936
0.99,0.01,0.01,64,64,1.05,12.3064
0.99,0.01,0.01,64,64,1.1,14.398666666666665
0.99,0.01,0.01,64,64,1.15,17.68933333333333
0.99,0.01,0.01,64,128,1.05,16.534133333333337
0.99,0.01,0.01,64,128,1.1,13.897066666666666
0.99,0.01,0.01,64,128,1.15,16.592533333333336
0.99,0.01,0.01,64,256,1.05,12.4568
0.99,0.01,0.01,64,256,1.1,14.126399999999999
0.99,0.01,0.01,64,256,1.15,11.373866666666668
