discount_factor,learn_rate_policy,learn_rate_value,hidden_dim_policy,hidden_dim_value,init_temp,result
0.985,0.0001,0.0001,256,256,1.1,21.658133333333332
0.985,0.0001,0.0001,256,256,1.15,23.15146666666667
0.99,0.01,0.01,64,64,1.05,13.038133333333334
0.99,0.01,0.01,64,64,1.1,20.706933333333332
0.99,0.01,0.01,64,64,1.15,18.629066666666667
0.99,0.01,0.01,64,128,1.05,16.438133333333333
0.99,0.01,0.01,64,128,1.1,19.208266666666667
0.99,0.01,0.01,64,128,1.15,25.84346666666667
0.99,0.01,0.01,64,256,1.05,18.670933333333334
0.99,0.01,0.01,64,256,1.1,19.569866666666666
0.99,0.01,0.01,64,256,1.15,17.908533333333335
0.99,0.01,0.01,128,64,1.05,19.6712
0.99,0.01,0.01,128,64,1.1,18.088
0.99,0.01,0.01,128,64,1.15,23.377866666666666
0.99,0.01,0.01,128,128,1.05,21.682133333333333
0.99,0.01,0.01,128,128,1.1,17.356
0.99,0.01,0.01,128,128,1.15,18.183466666666668
0.99,0.01,0.01,128,256,1.05,19.565333333333335
0.99,0.01,0.01,128,256,1.1,20.865066666666664
0.99,0.01,0.01,128,256,1.15,23.288800000000002
0.99,0.01,0.01,256,64,1.05,26.377066666666668
0.99,0.01,0.01,256,64,1.1,22.277866666666664
0.99,0.01,0.01,256,64,1.15,26.385333333333328
0.99,0.01,0.01,256,128,1.05,26.337333333333333
0.99,0.01,0.01,256,128,1.1,15.756533333333332
0.99,0.01,0.01,256,128,1.15,18.078666666666667
0.99,0.01,0.01,256,256,1.05,23.101066666666664
0.99,0.01,0.01,256,256,1.1,23.869866666666667
0.99,0.01,0.01,256,256,1.15,19.098666666666666
0.99,0.01,0.001,64,64,1.05,18.1768
0.99,0.01,0.001,64,64,1.1,16.5544
0.99,0.01,0.001,64,64,1.15,15.606666666666666
0.99,0.01,0.001,64,128,1.05,15.867466666666667
0.99,0.01,0.001,64,128,1.1,23.142133333333334
0.99,0.01,0.001,64,128,1.15,15.776533333333333
0.99,0.01,0.001,64,256,1.05,21.138933333333334
0.99,0.01,0.001,64,256,1.1,15.804266666666667
0.99,0.01,0.001,64,256,1.15,16.062933333333334
0.99,0.01,0.001,128,64,1.05,15.115199999999998
0.99,0.01,0.001,128,64,1.1,19.938133333333333
0.99,0.01,0.001,128,64,1.15,18.107466666666664
0.99,0.01,0.001,128,128,1.05,21.535466666666668
0.99,0.01,0.001,128,128,1.1,21.401066666666665
0.99,0.01,0.001,128,128,1.15,21.164799999999996
0.99,0.01,0.001,128,256,1.05,21.721066666666665
0.99,0.01,0.001,128,256,1.1,16.505866666666666
0.99,0.01,0.001,128,256,1.15,20.958933333333334
0.99,0.01,0.001,256,64,1.05,23.53173333333333
0.99,0.01,0.001,256,64,1.1,21.578666666666663
0.99,0.01,0.001,256,64,1.15,20.694666666666667
0.99,0.01,0.001,256,128,1.05,18.297600000000003
0.99,0.01,0.001,256,128,1.1,21.988799999999998
0.99,0.01,0.001,256,128,1.15,24.369866666666667
0.99,0.01,0.001,256,256,1.05,15.434933333333333
0.99,0.01,0.001,256,256,1.1,26.462666666666667
0.99,0.01,0.001,256,256,1.15,23.8568
0.99,0.01,0.0001,64,64,1.05,21.568
0.99,0.01,0.0001,64,64,1.1,21.334933333333332
0.99,0.01,0.0001,64,64,1.15,20.370666666666665
0.99,0.01,0.0001,64,128,1.05,19.373066666666666
0.99,0.01,0.0001,64,128,1.1,19.242933333333333
0.99,0.01,0.0001,64,128,1.15,19.571199999999997
0.99,0.01,0.0001,64,256,1.05,18.75093333333333
0.99,0.01,0.0001,64,256,1.1,19.853333333333335
0.99,0.01,0.0001,64,256,1.15,21.328533333333333
0.99,0.01,0.0001,128,64,1.05,18.41493333333333
0.99,0.01,0.0001,128,64,1.1,20.184800000000003
0.99,0.01,0.0001,128,64,1.15,20.20586666666667
0.99,0.01,0.0001,128,128,1.05,21.292266666666666
0.99,0.01,0.0001,128,128,1.1,22.390666666666664
0.99,0.01,0.0001,128,128,1.15,24.2816
0.99,0.01,0.0001,128,256,1.05,22.336266666666667
0.99,0.01,0.0001,128,256,1.1,20.085866666666664
0.99,0.01,0.0001,128,256,1.15,23.4752
0.99,0.01,0.0001,256,64,1.05,23.0456
0.99,0.01,0.0001,256,64,1.1,23.780266666666666
0.99,0.01,0.0001,256,64,1.15,25.475199999999997
0.99,0.01,0.0001,256,128,1.05,26.337866666666667
0.99,0.01,0.0001,256,128,1.1,26.5488
0.99,0.01,0.0001,256,128,1.15,17.5504
0.99,0.01,0.0001,256,256,1.05,23.594666666666665
0.99,0.01,0.0001,256,256,1.1,22.617333333333335
0.99,0.01,0.0001,256,256,1.15,22.311466666666664
0.99,0.001,0.01,64,64,1.05,17.2856
0.99,0.001,0.01,64,64,1.1,19.724533333333333
0.99,0.001,0.01,64,64,1.15,18.961333333333336
0.99,0.001,0.01,64,128,1.05,19.246933333333335
0.99,0.001,0.01,64,128,1.1,14.904000000000002
0.99,0.001,0.01,64,128,1.15,16.3616
0.99,0.001,0.01,64,256,1.05,17.352533333333334
0.99,0.001,0.01,64,256,1.1,15.630666666666666
0.99,0.001,0.01,64,256,1.15,19.430933333333332
0.99,0.001,0.01,128,64,1.05,21.329066666666666
0.99,0.001,0.01,128,64,1.1,20.436799999999998
0.99,0.001,0.01,128,64,1.15,13.1464
0.99,0.001,0.01,128,128,1.05,20.9872
0.99,0.001,0.01,128,128,1.1,14.8496
0.99,0.001,0.01,128,128,1.15,16.898933333333332
0.99,0.001,0.01,128,256,1.05,14.868799999999998
0.99,0.001,0.01,128,256,1.1,21.185333333333336
0.99,0.001,0.01,128,256,1.15,18.85813333333333
0.99,0.001,0.01,256,64,1.05,18.730666666666664
0.99,0.001,0.01,256,64,1.1,13.9856
0.99,0.001,0.01,256,64,1.15,16.45093333333333
0.99,0.001,0.01,256,128,1.05,17.936799999999998
0.99,0.001,0.01,256,128,1.1,16.317866666666667
0.99,0.001,0.01,256,128,1.15,16.332533333333334
0.99,0.001,0.01,256,256,1.05,15.250399999999999
0.99,0.001,0.01,256,256,1.1,13.589866666666666
0.99,0.001,0.01,256,256,1.15,18.539733333333334
0.99,0.001,0.001,64,64,1.05,18.033066666666667
0.99,0.001,0.001,64,64,1.1,15.811733333333333
0.99,0.001,0.001,64,64,1.15,19.103466666666666
0.99,0.001,0.001,64,128,1.05,19.711733333333335
0.99,0.001,0.001,64,128,1.1,18.230933333333333
0.99,0.001,0.001,64,128,1.15,18.4552
0.99,0.001,0.001,64,256,1.05,15.461866666666669
0.99,0.001,0.001,64,256,1.1,18.779733333333333
0.99,0.001,0.001,64,256,1.15,17.544800000000002
0.99,0.001,0.001,128,64,1.05,19.665066666666668
0.99,0.001,0.001,128,64,1.1,15.003466666666665
0.99,0.001,0.001,128,64,1.15,16.2832
0.99,0.001,0.001,128,128,1.05,14.849066666666667
0.99,0.001,0.001,128,128,1.1,18.8872
0.99,0.001,0.001,128,128,1.15,16.988533333333333
0.99,0.001,0.001,128,256,1.05,14.13866666666667
0.99,0.001,0.001,128,256,1.1,15.027466666666669
0.99,0.001,0.001,128,256,1.15,15.375733333333333
0.99,0.001,0.001,256,64,1.05,18.536
0.99,0.001,0.001,256,64,1.1,16.47546666666667
0.99,0.001,0.001,256,64,1.15,17.62826666666667
0.99,0.001,0.001,256,128,1.05,20.179733333333335
0.99,0.001,0.001,256,128,1.1,15.290666666666667
0.99,0.001,0.001,256,128,1.15,17.08106666666667
0.99,0.001,0.001,256,256,1.05,19.2984
0.99,0.001,0.001,256,256,1.1,18.629866666666665
0.99,0.001,0.001,256,256,1.15,20.520533333333336
0.99,0.001,0.0001,64,64,1.05,20.963733333333334
0.99,0.001,0.0001,64,64,1.1,25.9096
0.99,0.001,0.0001,64,64,1.15,17.593066666666665
0.99,0.001,0.0001,64,128,1.05,21.967466666666667
0.99,0.001,0.0001,64,128,1.1,20.673866666666665
0.99,0.001,0.0001,64,128,1.15,20.822133333333333
0.99,0.001,0.0001,64,256,1.05,21.343466666666664
0.99,0.001,0.0001,64,256,1.1,21.864533333333334
0.99,0.001,0.0001,64,256,1.15,20.3808
0.99,0.001,0.0001,128,64,1.05,18.412533333333336
0.99,0.001,0.0001,128,64,1.1,19.32293333333333
0.99,0.001,0.0001,128,64,1.15,20.49413333333333
0.99,0.001,0.0001,128,128,1.05,21.252000000000002
0.99,0.001,0.0001,128,128,1.1,15.16
0.99,0.001,0.0001,128,128,1.15,19.566133333333333
0.99,0.001,0.0001,128,256,1.05,16.764
0.99,0.001,0.0001,128,256,1.1,17.458666666666666
0.99,0.001,0.0001,128,256,1.15,14.757066666666669
0.99,0.001,0.0001,256,64,1.05,20.5056
0.99,0.001,0.0001,256,64,1.1,16.167466666666666
0.99,0.001,0.0001,256,64,1.15,20.4072
0.99,0.001,0.0001,256,128,1.05,19.662666666666667
0.99,0.001,0.0001,256,128,1.1,16.284000000000002
0.99,0.001,0.0001,256,128,1.15,21.420266666666667
0.99,0.001,0.0001,256,256,1.05,21.869333333333337
0.99,0.001,0.0001,256,256,1.1,13.7488
0.99,0.001,0.0001,256,256,1.15,17.875466666666668
0.99,0.0001,0.01,64,64,1.05,24.684266666666666
0.99,0.0001,0.01,64,64,1.1,24.41306666666667
0.99,0.0001,0.01,64,64,1.15,25.65973333333333
0.99,0.0001,0.01,64,128,1.05,25.20746666666667
0.99,0.0001,0.01,64,128,1.1,24.824533333333335
0.99,0.0001,0.01,64,128,1.15,22.595466666666663
0.99,0.0001,0.01,64,256,1.05,20.117066666666666
0.99,0.0001,0.01,64,256,1.1,25.409866666666666
0.99,0.0001,0.01,64,256,1.15,24.179466666666666
0.99,0.0001,0.01,128,64,1.05,21.35973333333333
0.99,0.0001,0.01,128,64,1.1,23.49786666666667
0.99,0.0001,0.01,128,64,1.15,23.716533333333334
0.99,0.0001,0.01,128,128,1.05,23.67973333333333
0.99,0.0001,0.01,128,128,1.1,23.2608
0.99,0.0001,0.01,128,128,1.15,18.830133333333333
0.99,0.0001,0.01,128,256,1.05,17.7392
0.99,0.0001,0.01,128,256,1.1,21.29893333333333
0.99,0.0001,0.01,128,256,1.15,25.423733333333335
0.99,0.0001,0.01,256,64,1.05,21.078133333333334
0.99,0.0001,0.01,256,64,1.1,21.17733333333333
0.99,0.0001,0.01,256,64,1.15,23.453066666666665
0.99,0.0001,0.01,256,128,1.05,17.852
0.99,0.0001,0.01,256,128,1.1,20.313333333333333
0.99,0.0001,0.01,256,128,1.15,18.958133333333333
0.99,0.0001,0.01,256,256,1.05,20.980800000000002
0.99,0.0001,0.01,256,256,1.1,16.321066666666663
0.99,0.0001,0.01,256,256,1.15,19.34586666666667
0.99,0.0001,0.001,64,64,1.05,25.442666666666664
0.99,0.0001,0.001,64,64,1.1,23.660266666666665
0.99,0.0001,0.001,64,64,1.15,26.152800000000003
0.99,0.0001,0.001,64,128,1.05,23.6336
0.99,0.0001,0.001,64,128,1.1,23.33706666666667
0.99,0.0001,0.001,64,128,1.15,24.59013333333333
0.99,0.0001,0.001,64,256,1.05,26.358666666666664
0.99,0.0001,0.001,64,256,1.1,24.161066666666663
0.99,0.0001,0.001,64,256,1.15,23.546400000000002
0.99,0.0001,0.001,128,64,1.05,21.736266666666666
0.99,0.0001,0.001,128,64,1.1,21.684800000000003
0.99,0.0001,0.001,128,64,1.15,23.214933333333335
0.99,0.0001,0.001,128,128,1.05,23.513066666666667
0.99,0.0001,0.001,128,128,1.1,26.25466666666667
0.99,0.0001,0.001,128,128,1.15,26.495733333333334
0.99,0.0001,0.001,128,256,1.05,26.022933333333334
0.99,0.0001,0.001,128,256,1.1,21.54746666666667
0.99,0.0001,0.001,128,256,1.15,19.282666666666668
0.99,0.0001,0.001,256,64,1.05,18.13866666666667
0.99,0.0001,0.001,256,64,1.1,24.1296
0.99,0.0001,0.001,256,64,1.15,21.977600000000002
0.99,0.0001,0.001,256,128,1.05,17.6216
0.99,0.0001,0.001,256,128,1.1,21.106666666666666
0.99,0.0001,0.001,256,128,1.15,21.793333333333337
0.99,0.0001,0.001,256,256,1.05,22.013066666666667
0.99,0.0001,0.001,256,256,1.1,24.14026666666667
0.99,0.0001,0.001,256,256,1.15,19.4304
0.99,0.0001,0.0001,64,64,1.05,26.363733333333336
0.99,0.0001,0.0001,64,64,1.1,26.85626666666667
0.99,0.0001,0.0001,64,64,1.15,23.134933333333333
0.99,0.0001,0.0001,64,128,1.05,26.072266666666668
0.99,0.0001,0.0001,64,128,1.1,23.633333333333333
0.99,0.0001,0.0001,64,128,1.15,26.577066666666667
0.99,0.0001,0.0001,64,256,1.05,26.6096
0.99,0.0001,0.0001,64,256,1.1,24.273333333333333
0.99,0.0001,0.0001,64,256,1.15,23.899466666666665
0.99,0.0001,0.0001,128,64,1.05,25.223466666666667
0.99,0.0001,0.0001,128,64,1.1,25.483733333333337
0.99,0.0001,0.0001,128,64,1.15,22.895466666666668
0.99,0.0001,0.0001,128,128,1.05,21.756533333333334
0.99,0.0001,0.0001,128,128,1.1,25.076
0.99,0.0001,0.0001,128,128,1.15,25.032
0.99,0.0001,0.0001,128,256,1.05,24.481066666666663
0.99,0.0001,0.0001,128,256,1.1,24.52986666666667
0.99,0.0001,0.0001,128,256,1.15,22.5896
0.99,0.0001,0.0001,256,64,1.05,24.32133333333333
0.99,0.0001,0.0001,256,64,1.1,24.050400000000003
0.99,0.0001,0.0001,256,64,1.15,19.2512
0.99,0.0001,0.0001,256,128,1.05,22.788
0.99,0.0001,0.0001,256,128,1.1,19.832266666666666
0.99,0.0001,0.0001,256,128,1.15,18.4624
0.99,0.0001,0.0001,256,256,1.05,23.40373333333333
0.99,0.0001,0.0001,256,256,1.1,24.112266666666663
0.99,0.0001,0.0001,256,256,1.15,21.031466666666667
